trip_id,arrival_time,departure_time,stop_id,stop_sequence
RLE_NB_1290,21:37:00,21:37:00,rle-103rd,4
RLE_NB_1290,21:40:00,21:40:00,rle-95th-dan-ryan,5
RLE_NB_1300,21:40:00,21:40:00,rle-130th,1
RLE_NB_1300,21:43:00,21:43:00,rle-michigan,2
RLE_NB_1300,21:45:00,21:45:00,rle-111th,3
RLE_NB_1300,21:47:00,21:47:00,rle-103rd,4
RLE_NB_1300,21:50:00,21:50:00,rle-95th-dan-ryan,5
RLE_NB_1310,21:50:00,21:50:00,rle-130th,1
RLE_NB_1310,21:53:00,21:53:00,rle-michigan,2
RLE_NB_1310,21:55:00,21:55:00,rle-111th,3
RLE_NB_1310,21:57:00,21:57:00,rle-103rd,4
RLE_NB_1310,22:00:00,22:00:00,rle-95th-dan-ryan,5
RLE_NB_1320,22:00:00,22:00:00,rle-130th,1
RLE_NB_1320,22:03:00,22:03:00,rle-michigan,2
RLE_NB_1320,22:05:00,22:05:00,rle-111th,3
RLE_NB_1320,22:07:00,22:07:00,rle-103rd,4
RLE_NB_1320,22:10:00,22:10:00,rle-95th-dan-ryan,5
RLE_NB_1335,22:15:00,22:15:00,rle-130th,1
RLE_NB_1335,22:18:00,22:18:00,rle-michigan,2
RLE_NB_1335,22:20:00,22:20:00,rle-111th,3
RLE_NB_1335,22:22:00,22:22:00,rle-103rd,4
RLE_NB_1335,22:25:00,22:25:00,rle-95th-dan-ryan,5
RLE_NB_1350,22:30:00,22:30:00,rle-130th,1
RLE_NB_1350,22:33:00,22:33:00,rle-michigan,2
RLE_NB_1350,22:35:00,22:35:00,rle-111th,3
RLE_NB_1350,22:37:00,22:37:00,rle-103rd,4
RLE_NB_1350,22:40:00,22:40:00,rle-95th-dan-ryan,5
RLE_NB_1365,22:45:00,22:45:00,rle-130th,1
RLE_NB_1365,22:48:00,22:48:00,rle-michigan,2
RLE_NB_1365,22:50:00,22:50:00,rle-111th,3
RLE_NB_1365,22:52:00,22:52:00,rle-103rd,4
RLE_NB_1365,22:55:00,22:55:00,rle-95th-dan-ryan,5
RLE_NB_1380,23:00:00,23:00:00,rle-130th,1
RLE_NB_1380,23:03:00,23:03:00,rle-michigan,2
RLE_NB_1380,23:05:00,23:05:00,rle-111th,3
RLE_NB_1380,23:07:00,23:07:00,rle-103rd,4
RLE_NB_1380,23:10:00,23:10:00,rle-95th-dan-ryan,5
RLE_NB_1395,23:15:00,23:15:00,rle-130th,1
RLE_NB_1395,23:18:00,23:18:00,rle-michigan,2
RLE_NB_1395,23:20:00,23:20:00,rle-111th,3
RLE_NB_1395,23:22:00,23:22:00,rle-103rd,4
RLE_NB_1395,23:25:00,23:25:00,rle-95th-dan-ryan,5
RLE_NB_1410,23:30:00,23:30:00,rle-130th,1
RLE_NB_1410,23:33:00,23:33:00,rle-michigan,2
RLE_NB_1410,23:35:00,23:35:00,rle-111th,3
RLE_NB_1410,23:37:00,23:37:00,rle-103rd,4
RLE_NB_1410,23:40:00,23:40:00,rle-95th-dan-ryan,5
RLE_NB_1425,23:45:00,23:45:00,rle-130th,1
RLE_NB_1425,23:48:00,23:48:00,rle-michigan,2
RLE_NB_1425,23:50:00,23:50:00,rle-111th,3
RLE_NB_1425,23:52:00,23:52:00,rle-103rd,4
RLE_NB_1425,23:55:00,23:55:00,rle-95th-dan-ryan,5
RLE_NB_1440,24:00:00,24:00:00,rle-130th,1
RLE_NB_1440,24:03:00,24:03:00,rle-michigan,2
RLE_NB_1440,24:05:00,24:05:00,rle-111th,3
RLE_NB_1440,24:07:00,24:07:00,rle-103rd,4
RLE_NB_1440,24:10:00,24:10:00,rle-95th-dan-ryan,5
RLE_NB_1455,24:15:00,24:15:00,rle-130th,1
RLE_NB_1455,24:18:00,24:18:00,rle-michigan,2
RLE_NB_1455,24:20:00,24:20:00,rle-111th,3
RLE_NB_1455,24:22:00,24:22:00,rle-103rd,4
RLE_NB_1455,24:25:00,24:25:00,rle-95th-dan-ryan,5
RLE_NB_1470,24:30:00,24:30:00,rle-130th,1
RLE_NB_1470,24:33:00,24:33:00,rle-michigan,2
RLE_NB_1470,24:35:00,24:35:00,rle-111th,3
RLE_NB_1470,24:37:00,24:37:00,rle-103rd,4
RLE_NB_1470,24:40:00,24:40:00,rle-95th-dan-ryan,5
RLE_NB_1485,24:45:00,24:45:00,rle-130th,1
RLE_NB_1485,24:48:00,24:48:00,rle-michigan,2
RLE_NB_1485,24:50:00,24:50:00,rle-111th,3
RLE_NB_1485,24:52:00,24:52:00,rle-103rd,4
RLE_NB_1485,24:55:00,24:55:00,rle-95th-dan-ryan,5
RLE_NB_1500,25:00:00,25:00:00,rle-130th,1
RLE_NB_1500,25:03:00,25:03:00,rle-michigan,2
RLE_NB_1500,25:05:00,25:05:00,rle-111th,3
RLE_NB_1500,25:07:00,25:07:00,rle-103rd,4
RLE_NB_1500,25:10:00,25:10:00,rle-95th-dan-ryan,5
RLE_NB_1515,25:15:00,25:15:00,rle-130th,1
RLE_NB_1515,25:18:00,25:18:00,rle-michigan,2
RLE_NB_1515,25:20:00,25:20:00,rle-111th,3
RLE_NB_1515,25:22:00,25:22:00,rle-103rd,4
RLE_NB_1515,25:25:00,25:25:00,rle-95th-dan-ryan,5
RLE_NB_1530,25:30:00,25:30:00,rle-130th,1
RLE_NB_1530,25:33:00,25:33:00,rle-michigan,2
RLE_NB_1530,25:35:00,25:35:00,rle-111th,3
RLE_NB_1530,25:37:00,25:37:00,rle-103rd,4
RLE_NB_1530,25:40:00,25:40:00,rle-95th-dan-ryan,5
RLE_NB_1545,25:45:00,25:45:00,rle-130th,1
RLE_NB_1545,25:48:00,25:48:00,rle-michigan,2
RLE_NB_1545,25:50:00,25:50:00,rle-111th,3
RLE_NB_1545,25:52:00,25:52:00,rle-103rd,4
RLE_NB_1545,25:55:00,25:55:00,rle-95th-dan-ryan,5
RLE_NB_1560,26:00:00,26:00:00,rle-130th,1
RLE_NB_1560,26:03:00,26:03:00,rle-michigan,2
RLE_NB_1560,26:05:00,26:05:00,rle-111th,3
RLE_NB_1560,26:07:00,26:07:00,rle-103rd,4
RLE_NB_1560,26:10:00,26:10:00,rle-95th-dan-ryan,5
RLE_NB_1575,26:15:00,26:15:00,rle-130th,1
RLE_NB_1575,26:18:00,26:18:00,rle-michigan,2
RLE_NB_1575,26:20:00,26:20:00,rle-111th,3
RLE_NB_1575,26:22:00,26:22:00,rle-103rd,4
RLE_NB_1575,26:25:00,26:25:00,rle-95th-dan-ryan,5
RLE_NB_1590,26:30:00,26:30:00,rle-130th,1
RLE_NB_1590,26:33:00,26:33:00,rle-michigan,2
RLE_NB_1590,26:35:00,26:35:00,rle-111th,3
RLE_NB_1590,26:37:00,26:37:00,rle-103rd,4
RLE_NB_1590,26:40:00,26:40:00,rle-95th-dan-ryan,5
RLE_NB_1605,26:45:00,26:45:00,rle-130th,1
RLE_NB_1605,26:48:00,26:48:00,rle-michigan,2
RLE_NB_1605,26:50:00,26:50:00,rle-111th,3
RLE_NB_1605,26:52:00,26:52:00,rle-103rd,4
RLE_NB_1605,26:55:00,26:55:00,rle-95th-dan-ryan,5
RLE_NB_1620,27:00:00,27:00:00,rle-130th,1
RLE_NB_1620,27:03:00,27:03:00,rle-michigan,2
RLE_NB_1620,27:05:00,27:05:00,rle-111th,3
RLE_NB_1620,27:07:00,27:07:00,rle-103rd,4
RLE_NB_1620,27:10:00,27:10:00,rle-95th-dan-ryan,5
RLE_NB_1635,27:15:00,27:15:00,rle-130th,1
RLE_NB_1635,27:18:00,27:18:00,rle-michigan,2
RLE_NB_1635,27:20:00,27:20:00,rle-111th,3
RLE_NB_1635,27:22:00,27:22:00,rle-103rd,4
RLE_NB_1635,27:25:00,27:25:00,rle-95th-dan-ryan,5
RLE_NB_1650,27:30:00,27:30:00,rle-130th,1
RLE_NB_1650,27:33:00,27:33:00,rle-michigan,2
RLE_NB_1650,27:35:00,27:35:00,rle-111th,3
RLE_NB_1650,27:37:00,27:37:00,rle-103rd,4
RLE_NB_1650,27:40:00,27:40:00,rle-95th-dan-ryan,5
RLE_NB_1665,27:45:00,27:45:00,rle-130th,1
RLE_NB_1665,27:48:00,27:48:00,rle-michigan,2
RLE_NB_1665,27:50:00,27:50:00,rle-111th,3
RLE_NB_1665,27:52:00,27:52:00,rle-103rd,4
RLE_NB_1665,27:55:00,27:55:00,rle-95th-dan-ryan,5
RLE_NB_1680,28:00:00,28:00:00,rle-130th,1
RLE_NB_1680,28:03:00,28:03:00,rle-michigan,2
RLE_NB_1680,28:05:00,28:05:00,rle-111th,3
RLE_NB_1680,28:07:00,28:07:00,rle-103rd,4
RLE_NB_1680,28:10:00,28:10:00,rle-95th-dan-ryan,5
RLE_NB_1695,28:15:00,28:15:00,rle-130th,1
RLE_NB_1695,28:18:00,28:18:00,rle-michigan,2
RLE_NB_1695,28:20:00,28:20:00,rle-111th,3
RLE_NB_1695,28:22:00,28:22:00,rle-103rd,4
RLE_NB_1695,28:25:00,28:25:00,rle-95th-dan-ryan,5
RLE_NB_1710,28:30:00,28:30:00,rle-130th,1
RLE_NB_1710,28:33:00,28:33:00,rle-michigan,2
RLE_NB_1710,28:35:00,28:35:00,rle-111th,3
RLE_NB_1710,28:37:00,28:37:00,rle-103rd,4
RLE_NB_1710,28:40:00,28:40:00,rle-95th-dan-ryan,5
RLE_NB_1725,28:45:00,28:45:00,rle-130th,1
RLE_NB_1725,28:48:00,28:48:00,rle-michigan,2
RLE_NB_1725,28:50:00,28:50:00,rle-111th,3
RLE_NB_1725,28:52:00,28:52:00,rle-103rd,4
RLE_NB_1725,28:55:00,28:55:00,rle-95th-dan-ryan,5
RLE_NB_1740,29:00:00,29:00:00,rle-130th,1
RLE_NB_1740,29:03:00,29:03:00,rle-michigan,2
RLE_NB_1740,29:05:00,29:05:00,rle-111th,3
RLE_NB_1740,29:07:00,29:07:00,rle-103rd,4
RLE_NB_1740,29:10:00,29:10:00,rle-95th-dan-ryan,5
RLE_NB_1755,29:15:00,29:15:00,rle-130th,1
RLE_NB_1755,29:18:00,29:18:00,rle-michigan,2
RLE_NB_1755,29:20:00,29:20:00,rle-111th,3
RLE_NB_1755,29:22:00,29:22:00,rle-103rd,4
RLE_NB_1755,29:25:00,29:25:00,rle-95th-dan-ryan,5
RLE_NB_1770,29:30:00,29:30:00,rle-130th,1
RLE_NB_1770,29:33:00,29:33:00,rle-michigan,2
RLE_NB_1770,29:35:00,29:35:00,rle-111th,3
RLE_NB_1770,29:37:00,29:37:00,rle-103rd,4
RLE_NB_1770,29:40:00,29:40:00,rle-95th-dan-ryan,5
RLE_NB_1785,29:45:00,29:45:00,rle-130th,1
RLE_NB_1785,29:48:00,29:48:00,rle-michigan,2
RLE_NB_1785,29:50:00,29:50:00,rle-111th,3
RLE_NB_1785,29:52:00,29:52:00,rle-103rd,4
RLE_NB_1785,29:55:00,29:55:00,rle-95th-dan-ryan,5
RLE_NB_1800,30:00:00,30:00:00,rle-130th,1
RLE_NB_1800,30:03:00,30:03:00,rle-michigan,2
RLE_NB_1800,30:05:00,30:05:00,rle-111th,3
RLE_NB_1800,30:07:00,30:07:00,rle-103rd,4
RLE_NB_1800,30:10:00,30:10:00,rle-95th-dan-ryan,5
RLE_NB_1815,30:15:00,30:15:00,rle-130th,1
RLE_NB_1815,30:18:00,30:18:00,rle-michigan,2
RLE_NB_1815,30:20:00,30:20:00,rle-111th,3
RLE_NB_1815,30:22:00,30:22:00,rle-103rd,4
RLE_NB_1815,30:25:00,30:25:00,rle-95th-dan-ryan,5
RLE_NB_1830,30:30:00,30:30:00,rle-130th,1
RLE_NB_1830,30:33:00,30:33:00,rle-michigan,2
RLE_NB_1830,30:35:00,30:35:00,rle-111th,3
RLE_NB_1830,30:37:00,30:37:00,rle-103rd,4
RLE_NB_1830,30:40:00,30:40:00,rle-95th-dan-ryan,5
RLE_NB_1845,30:45:00,30:45:00,rle-130th,1
RLE_NB_1845,30:48:00,30:48:00,rle-michigan,2
RLE_NB_1845,30:50:00,30:50:00,rle-111th,3
RLE_NB_1845,30:52:00,30:52:00,rle-103rd,4
RLE_NB_1845,30:55:00,30:55:00,rle-95th-dan-ryan,5
RLE_SB_0420,07:00:00,07:00:00,rle-95th-dan-ryan,1
RLE_SB_0420,07:03:00,07:03:00,rle-103rd,2
RLE_SB_0420,07:05:00,07:05:00,rle-111th,3
RLE_SB_0420,07:07:00,07:07:00,rle-michigan,4
RLE_SB_0420,07:10:00,07:10:00,rle-130th,5
RLE_SB_0430,07:10:00,07:10:00,rle-95th-dan-ryan,1
RLE_SB_0430,07:13:00,07:13:00,rle-103rd,2
RLE_SB_0430,07:15:00,07:15:00,rle-111th,3
RLE_SB_0430,07:17:00,07:17:00,rle-michigan,4
RLE_SB_0430,07:20:00,07:20:00,rle-130th,5
RLE_SB_0440,07:20:00,07:20:00,rle-95th-dan-ryan,1
RLE_SB_0440,07:23:00,07:23:00,rle-103rd,2
RLE_SB_0440,07:25:00,07:25:00,rle-111th,3
RLE_SB_0440,07:27:00,07:27:00,rle-michigan,4
RLE_SB_0440,07:30:00,07:30:00,rle-130th,5
RLE_SB_0450,07:30:00,07:30:00,rle-95th-dan-ryan,1
RLE_SB_0450,07:33:00,07:33:00,rle-103rd,2
RLE_SB_0450,07:35:00,07:35:00,rle-111th,3
RLE_SB_0450,07:37:00,07:37:00,rle-michigan,4
RLE_SB_0450,07:40:00,07:40:00,rle-130th,5
RLE_SB_0460,07:40:00,07:40:00,rle-95th-dan-ryan,1
RLE_SB_0460,07:43:00,07:43:00,rle-103rd,2
RLE_SB_0460,07:45:00,07:45:00,rle-111th,3
RLE_SB_0460,07:47:00,07:47:00,rle-michigan,4
RLE_SB_0460,07:50:00,07:50:00,rle-130th,5
RLE_SB_0470,07:50:00,07:50:00,rle-95th-dan-ryan,1
RLE_SB_0470,07:53:00,07:53:00,rle-103rd,2
RLE_SB_0470,07:55:00,07:55:00,rle-111th,3
RLE_SB_0470,07:57:00,07:57:00,rle-michigan,4
RLE_SB_0470,08:00:00,08:00:00,rle-130th,5
RLE_SB_0480,08:00:00,08:00:00,rle-95th-dan-ryan,1
RLE_SB_0480,08:03:00,08:03:00,rle-103rd,2
RLE_SB_0480,08:05:00,08:05:00,rle-111th,3
RLE_SB_0480,08:07:00,08:07:00,rle-michigan,4
RLE_SB_0480,08:10:00,08:10:00,rle-130th,5
RLE_SB_0490,08:10:00,08:10:00,rle-95th-dan-ryan,1
RLE_SB_0490,08:13:00,08:13:00,rle-103rd,2
RLE_SB_0490,08:15:00,08:15:00,rle-111th,3
RLE_SB_0490,08:17:00,08:17:00,rle-michigan,4
RLE_SB_0490,08:20:00,08:20:00,rle-130th,5
RLE_SB_0500,08:20:00,08:20:00,rle-95th-dan-ryan,1
RLE_SB_0500,08:23:00,08:23:00,rle-103rd,2
RLE_SB_0500,08:25:00,08:25:00,rle-111th,3
RLE_SB_0500,08:27:00,08:27:00,rle-michigan,4
RLE_SB_0500,08:30:00,08:30:00,rle-130th,5
RLE_SB_0510,08:30:00,08:30:00,rle-95th-dan-ryan,1
RLE_SB_0510,08:33:00,08:33:00,rle-103rd,2
RLE_SB_0510,08:35:00,08:35:00,rle-111th,3
RLE_SB_0510,08:37:00,08:37:00,rle-michigan,4
RLE_SB_0510,08:40:00,08:40:00,rle-130th,5
RLE_SB_0520,08:40:00,08:40:00,rle-95th-dan-ryan,1
RLE_SB_0520,08:43:00,08:43:00,rle-103rd,2
RLE_SB_0520,08:45:00,08:45:00,rle-111th,3
RLE_SB_0520,08:47:00,08:47:00,rle-michigan,4
RLE_SB_0520,08:50:00,08:50:00,rle-130th,5
RLE_SB_0530,08:50:00,08:50:00,rle-95th-dan-ryan,1
RLE_SB_0530,08:53:00,08:53:00,rle-103rd,2
RLE_SB_0530,08:55:00,08:55:00,rle-111th,3
RLE_SB_0530,08:57:00,08:57:00,rle-michigan,4
RLE_SB_0530,09:00:00,09:00:00,rle-130th,5
RLE_SB_0540,09:00:00,09:00:00,rle-95th-dan-ryan,1
RLE_SB_0540,09:03:00,09:03:00,rle-103rd,2
RLE_SB_0540,09:05:00,09:05:00,rle-111th,3
RLE_SB_0540,09:07:00,09:07:00,rle-michigan,4
RLE_SB_0540,09:10:00,09:10:00,rle-130th,5
RLE_SB_0550,09:10:00,09:10:00,rle-95th-dan-ryan,1
RLE_SB_0550,09:13:00,09:13:00,rle-103rd,2
RLE_SB_0550,09:15:00,09:15:00,rle-111th,3
RLE_SB_0550,09:17:00,09:17:00,rle-michigan,4
RLE_SB_0550,09:20:00,09:20:00,rle-130th,5
RLE_SB_0560,09:20:00,09:20:00,rle-95th-dan-ryan,1
RLE_SB_0560,09:23:00,09:23:00,rle-103rd,2
RLE_SB_0560,09:25:00,09:25:00,rle-111th,3
RLE_SB_0560,09:27:00,09:27:00,rle-michigan,4
RLE_SB_0560,09:30:00,09:30:00,rle-130th,5
RLE_SB_0570,09:30:00,09:30:00,rle-95th-dan-ryan,1
RLE_SB_0570,09:33:00,09:33:00,rle-103rd,2
RLE_SB_0570,09:35:00,09:35:00,rle-111th,3
RLE_SB_0570,09:37:00,09:37:00,rle-michigan,4
RLE_SB_0570,09:40:00,09:40:00,rle-130th,5
RLE_SB_0580,09:40:00,09:40:00,rle-95th-dan-ryan,1
RLE_SB_0580,09:43:00,09:43:00,rle-103rd,2
RLE_SB_0580,09:45:00,09:45:00,rle-111th,3
RLE_SB_0580,09:47:00,09:47:00,rle-michigan,4
RLE_SB_0580,09:50:00,09:50:00,rle-130th,5
RLE_SB_0590,09:50:00,09:50:00,rle-95th-dan-ryan,1
RLE_SB_0590,09:53:00,09:53:00,rle-103rd,2
RLE_SB_0590,09:55:00,09:55:00,rle-111th,3
RLE_SB_0590,09:57:00,09:57:00,rle-michigan,4
RLE_SB_0590,10:00:00,10:00:00,rle-130th,5
RLE_SB_0600,10:00:00,10:00:00,rle-95th-dan-ryan,1
RLE_SB_0600,10:03:00,10:03:00,rle-103rd,2
RLE_SB_0600,10:05:00,10:05:00,rle-111th,3
RLE_SB_0600,10:07:00,10:07:00,rle-michigan,4
RLE_SB_0600,10:10:00,10:10:00,rle-130th,5
RLE_SB_0610,10:10:00,10:10:00,rle-95th-dan-ryan,1
RLE_SB_0610,10:13:00,10:13:00,rle-103rd,2
RLE_SB_0610,10:15:00,10:15:00,rle-111th,3
RLE_SB_0610,10:17:00,10:17:00,rle-michigan,4
RLE_SB_0610,10:20:00,10:20:00,rle-130th,5
RLE_SB_0620,10:20:00,10:20:00,rle-95th-dan-ryan,1
RLE_SB_0620,10:23:00,10:23:00,rle-103rd,2
RLE_SB_0620,10:25:00,10:25:00,rle-111th,3
RLE_SB_0620,10:27:00,10:27:00,rle-michigan,4
RLE_SB_0620,10:30:00,10:30:00,rle-130th,5
RLE_SB_0630,10:30:00,10:30:00,rle-95th-dan-ryan,1
RLE_SB_0630,10:33:00,10:33:00,rle-103rd,2
RLE_SB_0630,10:35:00,10:35:00,rle-111th,3
RLE_SB_0630,10:37:00,10:37:00,rle-michigan,4
RLE_SB_0630,10:40:00,10:40:00,rle-130th,5
RLE_SB_0640,10:40:00,10:40:00,rle-95th-dan-ryan,1
RLE_SB_0640,10:43:00,10:43:00,rle-103rd,2
RLE_SB_0640,10:45:00,10:45:00,rle-111th,3
RLE_SB_0640,10:47:00,10:47:00,rle-michigan,4
RLE_SB_0640,10:50:00,10:50:00,rle-130th,5
RLE_SB_0650,10:50:00,10:50:00,rle-95th-dan-ryan,1
RLE_SB_0650,10:53:00,10:53:00,rle-103rd,2
RLE_SB_0650,10:55:00,10:55:00,rle-111th,3
RLE_SB_0650,10:57:00,10:57:00,rle-michigan,4
RLE_SB_0650,11:00:00,11:00:00,rle-130th,5
RLE_SB_0660,11:00:00,11:00:00,rle-95th-dan-ryan,1
RLE_SB_0660,11:03:00,11:03:00,rle-103rd,2
RLE_SB_0660,11:05:00,11:05:00,rle-111th,3
RLE_SB_0660,11:07:00,11:07:00,rle-michigan,4
RLE_SB_0660,11:10:00,11:10:00,rle-130th,5
RLE_SB_0670,11:10:00,11:10:00,rle-95th-dan-ryan,1
RLE_SB_0670,11:13:00,11:13:00,rle-103rd,2
RLE_SB_0670,11:15:00,11:15:00,rle-111th,3
RLE_SB_0670,11:17:00,11:17:00,rle-michigan,4
RLE_SB_0670,11:20:00,11:20:00,rle-130th,5
RLE_SB_0680,11:20:00,11:20:00,rle-95th-dan-ryan,1
RLE_SB_0680,11:23:00,11:23:00,rle-103rd,2
RLE_SB_0680,11:25:00,11:25:00,rle-111th,3
RLE_SB_0680,11:27:00,11:27:00,rle-michigan,4
RLE_SB_0680,11:30:00,11:30:00,rle-130th,5
RLE_SB_0690,11:30:00,11:30:00,rle-95th-dan-ryan,1
RLE_SB_0690,11:33:00,11:33:00,rle-103rd,2
RLE_SB_0690,11:35:00,11:35:00,rle-111th,3
RLE_SB_0690,11:37:00,11:37:00,rle-michigan,4
RLE_SB_0690,11:40:00,11:40:00,rle-130th,5
RLE_SB_0700,11:40:00,11:40:00,rle-95th-dan-ryan,1
RLE_SB_0700,11:43:00,11:43:00,rle-103rd,2
RLE_SB_0700,11:45:00,11:45:00,rle-111th,3
RLE_SB_0700,11:47:00,11:47:00,rle-michigan,4
RLE_SB_0700,11:50:00,11:50:00,rle-130th,5
RLE_SB_0710,11:50:00,11:50:00,rle-95th-dan-ryan,1
RLE_SB_0710,11:53:00,11:53:00,rle-103rd,2
RLE_SB_0710,11:55:00,11:55:00,rle-111th,3
RLE_SB_0710,11:57:00,11:57:00,rle-michigan,4
RLE_SB_0710,12:00:00,12:00:00,rle-130th,5
RLE_SB_0720,12:00:00,12:00:00,rle-95th-dan-ryan,1
RLE_SB_0720,12:03:00,12:03:00,rle-103rd,2
RLE_SB_0720,12:05:00,12:05:00,rle-111th,3
RLE_SB_0720,12:07:00,12:07:00,rle-michigan,4
RLE_SB_0720,12:10:00,12:10:00,rle-130th,5
RLE_SB_0730,12:10:00,12:10:00,rle-95th-dan-ryan,1
RLE_SB_0730,12:13:00,12:13:00,rle-103rd,2
RLE_SB_0730,12:15:00,12:15:00,rle-111th,3
RLE_SB_0730,12:17:00,12:17:00,rle-michigan,4
RLE_SB_0730,12:20:00,12:20:00,rle-130th,5
RLE_SB_0740,12:20:00,12:20:00,rle-95th-dan-ryan,1
RLE_SB_0740,12:23:00,12:23:00,rle-103rd,2
RLE_SB_0740,12:25:00,12:25:00,rle-111th,3
RLE_SB_0740,12:27:00,12:27:00,rle-michigan,4
RLE_SB_0740,12:30:00,12:30:00,rle-130th,5
RLE_SB_0750,12:30:00,12:30:00,rle-95th-dan-ryan,1
RLE_SB_0750,12:33:00,12:33:00,rle-103rd,2
RLE_SB_0750,12:35:00,12:35:00,rle-111th,3
RLE_SB_0750,12:37:00,12:37:00,rle-michigan,4
RLE_SB_0750,12:40:00,12:40:00,rle-130th,5
RLE_SB_0760,12:40:00,12:40:00,rle-95th-dan-ryan,1
RLE_SB_0760,12:43:00,12:43:00,rle-103rd,2
RLE_SB_0760,12:45:00,12:45:00,rle-111th,3
RLE_SB_0760,12:47:00,12:47:00,rle-michigan,4
RLE_SB_0760,12:50:00,12:50:00,rle-130th,5
RLE_SB_0770,12:50:00,12:50:00,rle-95th-dan-ryan,1
RLE_SB_0770,12:53:00,12:53:00,rle-103rd,2
RLE_SB_0770,12:55:00,12:55:00,rle-111th,3
RLE_SB_0770,12:57:00,12:57:00,rle-michigan,4
RLE_SB_0770,13:00:00,13:00:00,rle-130th,5
RLE_SB_0780,13:00:00,13:00:00,rle-95th-dan-ryan,1
RLE_SB_0780,13:03:00,13:03:00,rle-103rd,2
RLE_SB_0780,13:05:00,13:05:00,rle-111th,3
RLE_SB_0780,13:07:00,13:07:00,rle-michigan,4
RLE_SB_0780,13:10:00,13:10:00,rle-130th,5
RLE_SB_0790,13:10:00,13:10:00,rle-95th-dan-ryan,1
RLE_SB_0790,13:13:00,13:13:00,rle-103rd,2
RLE_SB_0790,13:15:00,13:15:00,rle-111th,3
RLE_SB_0790,13:17:00,13:17:00,rle-michigan,4
RLE_SB_0790,13:20:00,13:20:00,rle-130th,5
RLE_SB_0800,13:20:00,13:20:00,rle-95th-dan-ryan,1
RLE_SB_0800,13:23:00,13:23:00,rle-103rd,2
RLE_SB_0800,13:25:00,13:25:00,rle-111th,3
RLE_SB_0800,13:27:00,13:27:00,rle-michigan,4
RLE_SB_0800,13:30:00,13:30:00,rle-130th,5
RLE_SB_0810,13:30:00,13:30:00,rle-95th-dan-ryan,1
RLE_SB_0810,13:33:00,13:33:00,rle-103rd,2
RLE_SB_0810,13:35:00,13:35:00,rle-111th,3
RLE_SB_0810,13:37:00,13:37:00,rle-michigan,4
RLE_SB_0810,13:40:00,13:40:00,rle-130th,5
RLE_SB_0820,13:40:00,13:40:00,rle-95th-dan-ryan,1
RLE_SB_0820,13:43:00,13:43:00,rle-103rd,2
RLE_SB_0820,13:45:00,13:45:00,rle-111th,3
RLE_SB_0820,13:47:00,13:47:00,rle-michigan,4
RLE_SB_0820,13:50:00,13:50:00,rle-130th,5
RLE_SB_0830,13:50:00,13:50:00,rle-95th-dan-ryan,1
RLE_SB_0830,13:53:00,13:53:00,rle-103rd,2
RLE_SB_0830,13:55:00,13:55:00,rle-111th,3
RLE_SB_0830,13:57:00,13:57:00,rle-michigan,4
RLE_SB_0830,14:00:00,14:00:00,rle-130th,5
RLE_SB_0840,14:00:00,14:00:00,rle-95th-dan-ryan,1
RLE_SB_0840,14:03:00,14:03:00,rle-103rd,2
RLE_SB_0840,14:05:00,14:05:00,rle-111th,3
RLE_SB_0840,14:07:00,14:07:00,rle-michigan,4
RLE_SB_0840,14:10:00,14:10:00,rle-130th,5
RLE_SB_0850,14:10:00,14:10:00,rle-95th-dan-ryan,1
RLE_SB_0850,14:13:00,14:13:00,rle-103rd,2
RLE_SB_0850,14:15:00,14:15:00,rle-111th,3
RLE_SB_0850,14:17:00,14:17:00,rle-michigan,4
RLE_SB_0850,14:20:00,14:20:00,rle-130th,5
RLE_SB_0860,14:20:00,14:20:00,rle-95th-dan-ryan,1
RLE_SB_0860,14:23:00,14:23:00,rle-103rd,2
RLE_SB_0860,14:25:00,14:25:00,rle-111th,3
RLE_SB_0860,14:27:00,14:27:00,rle-michigan,4
RLE_SB_0860,14:30:00,14:30:00,rle-130th,5
RLE_SB_0870,14:30:00,14:30:00,rle-95th-dan-ryan,1
RLE_SB_0870,14:33:00,14:33:00,rle-103rd,2
RLE_SB_0870,14:35:00,14:35:00,rle-111th,3
RLE_SB_0870,14:37:00,14:37:00,rle-michigan,4
RLE_SB_0870,14:40:00,14:40:00,rle-130th,5
RLE_SB_0880,14:40:00,14:40:00,rle-95th-dan-ryan,1
RLE_SB_0880,14:43:00,14:43:00,rle-103rd,2
RLE_SB_0880,14:45:00,14:45:00,rle-111th,3
RLE_SB_0880,14:47:00,14:47:00,rle-michigan,4
RLE_SB_0880,14:50:00,14:50:00,rle-130th,5
RLE_SB_0890,14:50:00,14:50:00,rle-95th-dan-ryan,1
RLE_SB_0890,14:53:00,14:53:00,rle-103rd,2
RLE_SB_0890,14:55:00,14:55:00,rle-111th,3
RLE_SB_0890,14:57:00,14:57:00,rle-michigan,4
RLE_SB_0890,15:00:00,15:00:00,rle-130th,5
RLE_SB_0900,15:00:00,15:00:00,rle-95th-dan-ryan,1
RLE_SB_0900,15:03:00,15:03:00,rle-103rd,2
RLE_SB_0900,15:05:00,15:05:00,rle-111th,3
RLE_SB_0900,15:07:00,15:07:00,rle-michigan,4
RLE_SB_0900,15:10:00,15:10:00,rle-130th,5
RLE_SB_0910,15:10:00,15:10:00,rle-95th-dan-ryan,1
RLE_SB_0910,15:13:00,15:13:00,rle-103rd,2
